Name,University,Course,Start Year,End Year,GPA,Preferred Career,Skills,Certifications,Preferred Location
Andrew Montgomery,NIT Trichy,Data Science,2020,2024,7.64,Data Analyst,"C++, MATLAB, Java, Power BI",Google Data Analytics,Ahmedabad
Alexis Williams,VIT,Biotech,2020,2024,9.38,Data Analyst,"SQL, TensorFlow, Java, AutoCAD, R",,Kolkata
William Sheppard,IIT Bombay,Electronics,2017,2021,9.45,Software Engineer,"AutoCAD, R, C++, Linux",AWS Certified,Bangalore
Troy Rios,VIT,Data Science,2016,2020,9.87,Cybersecurity Analyst,"Excel, Java, R, C++",,Kolkata
Roberto Castillo,IIT Delhi,AI & ML,2018,2022,9.27,Biotech Researcher,"AutoCAD, Python, SQL","Scrum Master, Azure Fundamentals",Mumbai
Anthony Acosta,IIT Bombay,AI & ML,2018,2022,9.48,Systems Engineer,"C++, AutoCAD, Excel, Power BI, TensorFlow",,Delhi
David Clark,IIIT Hyderabad,Cybersecurity,2017,2021,6.11,Data Analyst,"AutoCAD, R, Power BI, Java",,Pune
Kelly Kim,NIT Warangal,Mechanical,2020,2024,8.43,Mechanical Design Engineer,"Excel, R, Python","Scrum Master, Cisco CCNA",Pune
Mrs. Brittany Rodriguez,IIT Madras,Data Science,2016,2020,8.25,Biotech Researcher,"Power BI, AutoCAD, Java, SQL, MATLAB",,Delhi
Joseph Butler,IIT Bombay,Cybersecurity,2016,2020,7.23,Biotech Researcher,"AutoCAD, Java, R",,Pune
Julie Walsh,BITS Pilani,Civil,2017,2021,6.72,Data Analyst,"SQL, C++, Java",,Bangalore
Karen Schaefer,NIT Warangal,Biotech,2017,2021,8.35,Data Analyst,"TensorFlow, Excel, Java",,Kolkata
Kristy Richards,IIT Bombay,AI & ML,2018,2022,9.36,Biotech Researcher,"C++, TensorFlow","Scrum Master, AWS Certified",Chennai
Kimberly Butler,BITS Pilani,Biotech,2018,2022,6.78,ML Engineer,"Excel, SQL","AWS Certified, Azure Fundamentals",Ahmedabad
Joshua Marshall,IIIT Hyderabad,Cybersecurity,2020,2024,6.3,Biotech Researcher,"Python, Excel",Azure Fundamentals,Bangalore
Rachael Ellis,IIIT Hyderabad,Biotech,2018,2022,6.18,Software Engineer,"Python, Power BI, TensorFlow, AutoCAD, SQL",Google Data Analytics,Kolkata
Karen Shannon,NIT Trichy,Computer Science,2017,2021,7.84,Software Engineer,"Java, TensorFlow, MATLAB","Cisco CCNA, Google Data Analytics",Chennai
Jason Richards,NIT Trichy,Mechanical,2015,2019,7.7,Cybersecurity Analyst,"C++, R, MATLAB",Azure Fundamentals,Delhi
Ryan Hayes,BITS Pilani,Electronics,2016,2020,6.27,Mechanical Design Engineer,"R, Excel, Java, Python, SQL",,Hyderabad
Gina Delgado,IIT Delhi,Mechanical,2016,2020,8.37,Civil Project Manager,"Linux, TensorFlow, SQL, AutoCAD, Excel","Google Data Analytics, Azure Fundamentals",Chennai
Laura Moore,IIIT Hyderabad,Mechanical,2018,2022,7.94,ML Engineer,"SQL, C++, Excel, Power BI",Google Data Analytics,Hyderabad
Deborah Mason,NIT Warangal,Cybersecurity,2018,2022,9.33,Data Analyst,"AutoCAD, SQL, Java",Scrum Master,Kolkata
Donald Marshall,IIT Bombay,Computer Science,2019,2023,8.13,Systems Engineer,"Excel, Linux",AWS Certified,Ahmedabad
Thomas Rogers,IIT Delhi,Civil,2015,2019,8.32,Software Engineer,"Java, MATLAB, SQL, TensorFlow, Python","AWS Certified, Google Data Analytics",Ahmedabad
Janice Brown,IIT Delhi,AI & ML,2021,2025,9.6,ML Engineer,"C++, Power BI, Python, TensorFlow","AutoCAD Professional, Cisco CCNA",Ahmedabad
James Flores,NIT Trichy,Cybersecurity,2018,2022,7.96,Data Analyst,"Java, R, Python, TensorFlow","AutoCAD Professional, AWS Certified",Bangalore
Chelsey Reynolds,VIT,Cybersecurity,2021,2025,6.47,Civil Project Manager,"MATLAB, C++, TensorFlow",,Delhi
John Powell,BITS Pilani,Mechanical,2019,2023,9.87,Software Engineer,"C++, Linux, AutoCAD, Java, Power BI",,Chennai
Sheila Gutierrez,BITS Pilani,AI & ML,2020,2024,6.22,Civil Project Manager,"Python, MATLAB, Excel, Linux",,Hyderabad
Roberta Adkins,BITS Pilani,Computer Science,2018,2022,7.37,Data Analyst,"Excel, Python, Java, TensorFlow","AutoCAD Professional, Google Data Analytics",Kolkata
Jason Young,NIT Trichy,Civil,2020,2024,6.81,Mechanical Design Engineer,"Python, Java, SQL, Excel","Cisco CCNA, AWS Certified",Chennai
Mia Summers,IIT Bombay,Civil,2022,2026,9.35,Biotech Researcher,"TensorFlow, Java, R, MATLAB, Linux","Azure Fundamentals, Cisco CCNA",Kolkata
Veronica Silva,IIT Madras,Computer Science,2017,2021,9.81,Systems Engineer,"R, C++, SQL, Excel, Linux",AutoCAD Professional,Mumbai
Jason Turner,NIT Trichy,Civil,2018,2022,9.93,Cybersecurity Analyst,"Linux, MATLAB, TensorFlow, C++, Java",,Chennai
John Beasley,IIT Madras,Cybersecurity,2021,2025,6.24,Cybersecurity Analyst,"C++, Linux, Java, Power BI, AutoCAD",,Chennai
Jon Chambers,NIT Warangal,Mechanical,2021,2025,6.4,Civil Project Manager,"Power BI, MATLAB",,Pune
Catherine Love,VIT,AI & ML,2022,2026,8.49,Systems Engineer,"Java, Python",AutoCAD Professional,Chennai
Amanda Ferguson,BITS Pilani,Civil,2022,2026,7.92,Civil Project Manager,"Java, Excel, MATLAB, Power BI","Cisco CCNA, AWS Certified",Mumbai
Cassandra Campbell,NIT Warangal,Mechanical,2018,2022,6.74,Cybersecurity Analyst,"TensorFlow, MATLAB, Linux, Excel, R","Google Data Analytics, Cisco CCNA",Delhi
Ryan Ramirez,IIT Bombay,Data Science,2015,2019,9.06,Mechanical Design Engineer,"Python, MATLAB, Linux, Power BI, R",AutoCAD Professional,Bangalore
Cody Hernandez,IIIT Hyderabad,Electronics,2021,2025,8.06,Civil Project Manager,"TensorFlow, Linux",,Hyderabad
Aimee Turner,NIT Warangal,Electronics,2017,2021,7.92,Civil Project Manager,"AutoCAD, Power BI, Python","AWS Certified, Google Data Analytics",Pune
Evan Conrad,IIT Delhi,Data Science,2017,2021,6.58,Cybersecurity Analyst,"C++, AutoCAD, TensorFlow, MATLAB, Power BI",,Chennai
Marcus Bryant,VIT,Electronics,2018,2022,9.43,Systems Engineer,"Excel, AutoCAD, Linux, SQL",,Kolkata
Dawn Marshall,IIT Madras,Cybersecurity,2019,2023,9.71,Civil Project Manager,"Java, TensorFlow, MATLAB, Python",Cisco CCNA,Kolkata
Vanessa Boyd,NIT Warangal,Biotech,2017,2021,7.36,Mechanical Design Engineer,"TensorFlow, Excel, Linux, Java, Python","Cisco CCNA, Google Data Analytics",Chennai
Julie Garcia,NIT Trichy,AI & ML,2022,2026,6.79,Civil Project Manager,"MATLAB, SQL, Python, Java",,Hyderabad
Robert Snyder,IIIT Hyderabad,Data Science,2015,2019,8.89,Cybersecurity Analyst,"AutoCAD, Power BI, SQL","Cisco CCNA, Scrum Master",Ahmedabad
Susan Fisher,IIT Delhi,Data Science,2017,2021,7.18,Biotech Researcher,"AutoCAD, Excel",AWS Certified,Mumbai
Matthew Freeman,IIT Bombay,Cybersecurity,2018,2022,8.01,Software Engineer,"Excel, Power BI","Azure Fundamentals, Scrum Master",Hyderabad
Jeffrey Sandoval,IIT Madras,Civil,2018,2022,9.07,Civil Project Manager,"Excel, TensorFlow, Python, Power BI",AutoCAD Professional,Kolkata
April Long,IIT Madras,Civil,2020,2024,8.2,Software Engineer,"Python, TensorFlow, Power BI, Linux",,Hyderabad
Jackie Sutton,BITS Pilani,Electronics,2018,2022,7.3,Data Analyst,"Python, Java, AutoCAD, Linux","Scrum Master, Cisco CCNA",Ahmedabad
Diana Orozco,VIT,Electronics,2017,2021,7.26,Civil Project Manager,"Linux, Excel, Java, Python, SQL",AutoCAD Professional,Delhi
Ronald Carney,IIT Bombay,Data Science,2017,2021,9.59,ML Engineer,"Linux, Python","Scrum Master, Azure Fundamentals",Kolkata
Roberto Wood,NIT Warangal,Data Science,2021,2025,7.54,Mechanical Design Engineer,"Excel, MATLAB, SQL, C++, TensorFlow",Scrum Master,Pune
Kara Weber,IIT Bombay,Computer Science,2016,2020,7.55,Software Engineer,"C++, Java",,Bangalore
Shane Gross,IIIT Hyderabad,Data Science,2020,2024,8.27,Systems Engineer,"Linux, Excel, SQL, C++, R",Scrum Master,Hyderabad
Cindy Dunn,IIT Delhi,Cybersecurity,2016,2020,9.09,Biotech Researcher,"Java, AutoCAD",,Ahmedabad
Thomas Jones,IIT Bombay,Mechanical,2020,2024,8.58,Mechanical Design Engineer,"Linux, Power BI, AutoCAD, R","Azure Fundamentals, AWS Certified",Ahmedabad
Tina Mcfarland,IIT Madras,Computer Science,2021,2025,8.14,Biotech Researcher,"C++, SQL, R, Java",,Mumbai
Leslie Richardson,IIT Bombay,Civil,2015,2019,7.42,Mechanical Design Engineer,"Excel, Java, Linux, Power BI, C++",,Bangalore
Brianna Jackson,IIT Delhi,Cybersecurity,2015,2019,8.25,Systems Engineer,"R, Excel, Python, TensorFlow",Azure Fundamentals,Hyderabad
Bailey Logan,VIT,Mechanical,2020,2024,6.8,Cybersecurity Analyst,"TensorFlow, Linux, Power BI",AWS Certified,Ahmedabad
Isabel Perry,NIT Warangal,Civil,2016,2020,7.81,Data Analyst,"TensorFlow, AutoCAD","AWS Certified, AutoCAD Professional",Chennai
Dean Castillo,VIT,Computer Science,2020,2024,8.04,Biotech Researcher,"AutoCAD, TensorFlow",Cisco CCNA,Hyderabad
Sheila Allen,IIT Delhi,Mechanical,2020,2024,6.04,Software Engineer,"Power BI, Java, TensorFlow, SQL, Excel","Scrum Master, Google Data Analytics",Mumbai
Patricia Harper,IIIT Hyderabad,Data Science,2022,2026,9.19,Software Engineer,"SQL, Power BI",,Kolkata
Austin Evans,VIT,Data Science,2016,2020,6.75,Civil Project Manager,"R, MATLAB, Excel, SQL",,Mumbai
Ashley Coleman,IIIT Hyderabad,Civil,2018,2022,9.0,Mechanical Design Engineer,"Linux, Java",,Pune
Latasha Velez,IIT Madras,Mechanical,2020,2024,7.47,Cybersecurity Analyst,"C++, Java, AutoCAD, Excel, TensorFlow",Azure Fundamentals,Kolkata
Thomas Williams,VIT,AI & ML,2021,2025,7.58,Data Analyst,"AutoCAD, C++",,Delhi
Rebecca Jones,IIT Bombay,Electronics,2020,2024,8.11,Data Analyst,"R, SQL, Power BI, MATLAB",,Hyderabad
Adam Anderson,IIIT Hyderabad,Biotech,2019,2023,8.25,Software Engineer,"Python, TensorFlow",Cisco CCNA,Hyderabad
Chad Cortez,NIT Warangal,Biotech,2022,2026,6.36,ML Engineer,"MATLAB, SQL, TensorFlow, Linux, Power BI",Cisco CCNA,Ahmedabad
Christine Shaffer MD,NIT Trichy,Electronics,2016,2020,7.72,ML Engineer,"Excel, MATLAB, C++, TensorFlow",Azure Fundamentals,Hyderabad
Barry Dunlap,VIT,Biotech,2022,2026,8.44,Cybersecurity Analyst,"Python, Java, SQL",Scrum Master,Chennai
Joseph Taylor,NIT Warangal,Biotech,2017,2021,6.57,Systems Engineer,"Power BI, SQL, MATLAB","Cisco CCNA, Google Data Analytics",Bangalore
Jacob Armstrong,NIT Trichy,Data Science,2018,2022,9.79,Software Engineer,"C++, TensorFlow",AutoCAD Professional,Pune
Sarah Andrews,VIT,AI & ML,2021,2025,7.72,Cybersecurity Analyst,"AutoCAD, Python, Linux, R",,Pune
Leslie Miller,VIT,Data Science,2022,2026,6.11,Civil Project Manager,"Excel, Python, Java, Power BI","AutoCAD Professional, Azure Fundamentals",Delhi
Kimberly Ho,NIT Trichy,Biotech,2022,2026,8.75,Software Engineer,"TensorFlow, Python, R, SQL",,Hyderabad
Maurice Harris,NIT Trichy,Cybersecurity,2019,2023,8.06,Software Engineer,"C++, R, Linux, MATLAB",Cisco CCNA,Ahmedabad
Monica Fuller,NIT Warangal,Civil,2017,2021,9.46,Systems Engineer,"AutoCAD, Java","Azure Fundamentals, AWS Certified",Ahmedabad
Erin Gross,BITS Pilani,Cybersecurity,2020,2024,9.0,Biotech Researcher,"R, SQL, Java, C++",,Kolkata
Steven Cowan,BITS Pilani,AI & ML,2015,2019,9.39,Biotech Researcher,"C++, Java, Python, Power BI",Azure Fundamentals,Mumbai
Laurie Lane,IIT Delhi,Mechanical,2017,2021,6.0,Civil Project Manager,"Power BI, C++, Java",AutoCAD Professional,Chennai
Christopher Sheppard,IIT Delhi,Mechanical,2017,2021,9.52,Software Engineer,"Java, AutoCAD",,Ahmedabad
Danielle Benson,NIT Trichy,Biotech,2018,2022,9.16,Cybersecurity Analyst,"MATLAB, Excel",,Bangalore
Morgan Brown,NIT Trichy,Civil,2022,2026,8.92,Cybersecurity Analyst,"Java, Power BI, MATLAB",,Bangalore
Kelly Garcia,NIT Warangal,Mechanical,2022,2026,6.75,Systems Engineer,"Power BI, Excel",,Bangalore
Jorge Bruce MD,IIT Delhi,AI & ML,2017,2021,6.83,Software Engineer,"AutoCAD, Java, MATLAB",Google Data Analytics,Pune
Matthew Perry,IIT Madras,AI & ML,2019,2023,9.35,Civil Project Manager,"MATLAB, Linux","AutoCAD Professional, Scrum Master",Hyderabad
Patrick Kane,IIIT Hyderabad,Mechanical,2015,2019,8.46,Civil Project Manager,"Linux, Java, MATLAB, C++","Google Data Analytics, AWS Certified",Ahmedabad
Rebecca Duncan,NIT Trichy,Computer Science,2021,2025,9.24,Biotech Researcher,"SQL, Excel, Python, MATLAB",,Hyderabad
Dennis Leon,VIT,Data Science,2016,2020,7.06,Systems Engineer,"MATLAB, Java, Linux, SQL, C++",Azure Fundamentals,Delhi
Joshua Sullivan,NIT Trichy,Computer Science,2021,2025,7.63,Mechanical Design Engineer,"Java, C++, Linux, R, MATLAB","Google Data Analytics, Cisco CCNA",Kolkata
Sharon Rios,IIT Delhi,Computer Science,2015,2019,8.25,Data Analyst,"MATLAB, C++",AWS Certified,Hyderabad
Crystal Phelps,NIT Trichy,Biotech,2016,2020,8.75,Software Engineer,"R, C++, Linux, TensorFlow","AWS Certified, AutoCAD Professional",Kolkata
Aaron Johnson,IIT Bombay,Civil,2015,2019,9.09,Data Analyst,"SQL, MATLAB",Azure Fundamentals,Hyderabad
Sara Cooper,VIT,AI & ML,2022,2026,9.42,Civil Project Manager,"TensorFlow, AutoCAD","Cisco CCNA, Scrum Master",Kolkata
Gary Steele,VIT,Civil,2015,2019,6.67,Software Engineer,"MATLAB, AutoCAD","Google Data Analytics, AWS Certified",Ahmedabad
Kristin Cooke,IIT Delhi,Computer Science,2021,2025,7.87,Civil Project Manager,"SQL, Linux",,Kolkata
Anthony Martinez,NIT Trichy,Computer Science,2019,2023,7.25,Civil Project Manager,"Linux, Excel, Python",,Bangalore
John Bush,IIIT Hyderabad,Civil,2017,2021,6.08,Cybersecurity Analyst,"AutoCAD, SQL",,Kolkata
Brett Sellers,NIT Trichy,Cybersecurity,2019,2023,6.05,Systems Engineer,"R, TensorFlow","Scrum Master, Cisco CCNA",Kolkata
Tony Hernandez,NIT Trichy,Computer Science,2022,2026,9.91,Biotech Researcher,"R, Power BI, TensorFlow, Java, Excel",AWS Certified,Hyderabad
Kelsey Cox,IIIT Hyderabad,Computer Science,2017,2021,9.38,Systems Engineer,"MATLAB, Power BI","Scrum Master, Google Data Analytics",Delhi
Amanda Huang,VIT,Electronics,2017,2021,8.3,Systems Engineer,"Power BI, Linux, SQL, C++",,Delhi
Jennifer Bruce,VIT,Electronics,2017,2021,7.99,Systems Engineer,"Linux, TensorFlow, Java, R, Power BI",Scrum Master,Bangalore
Bryan Trevino,IIIT Hyderabad,Data Science,2020,2024,6.04,Biotech Researcher,"Excel, R, MATLAB, SQL, Python","Google Data Analytics, AWS Certified",Bangalore
Joshua Jackson,NIT Trichy,AI & ML,2022,2026,7.0,Software Engineer,"R, Java","Azure Fundamentals, Google Data Analytics",Mumbai
Nicole Dickson,IIIT Hyderabad,AI & ML,2018,2022,6.05,Mechanical Design Engineer,"Python, MATLAB",AWS Certified,Kolkata
Shannon Koch,IIT Madras,AI & ML,2016,2020,9.15,Systems Engineer,"C++, R, Linux",,Bangalore
Taylor Miller,NIT Trichy,AI & ML,2021,2025,9.93,Civil Project Manager,"Java, R, Linux, Python",AutoCAD Professional,Delhi
Wanda Mitchell,IIIT Hyderabad,Civil,2019,2023,6.55,Data Analyst,"C++, Java","AutoCAD Professional, AWS Certified",Mumbai
Fernando Spencer,NIT Warangal,Civil,2016,2020,6.49,ML Engineer,"SQL, Python, C++, Power BI, Excel",,Pune
William Vargas,IIT Bombay,AI & ML,2019,2023,6.41,Software Engineer,"Java, AutoCAD, MATLAB",Azure Fundamentals,Ahmedabad
Mrs. Elizabeth Rodriguez DDS,IIT Delhi,Mechanical,2019,2023,6.8,ML Engineer,"TensorFlow, MATLAB, Linux, AutoCAD",,Pune
Joseph Simmons,VIT,Electronics,2022,2026,6.72,ML Engineer,"Excel, Power BI, AutoCAD, Python","Google Data Analytics, Scrum Master",Ahmedabad
Charles Allen,IIIT Hyderabad,Data Science,2020,2024,7.69,Civil Project Manager,"Java, TensorFlow, R, C++, MATLAB",Scrum Master,Chennai
Robert Hill,IIT Bombay,Mechanical,2020,2024,6.4,Biotech Researcher,"R, SQL, MATLAB, Excel, C++",,Mumbai
Christopher Scott,VIT,Mechanical,2019,2023,7.1,Software Engineer,"C++, Python, TensorFlow, Java",,Kolkata
William Nicholson,NIT Warangal,Data Science,2015,2019,6.68,Cybersecurity Analyst,"C++, R, Python, MATLAB, Power BI",,Kolkata
Marvin Dean,IIIT Hyderabad,Electronics,2020,2024,6.7,Civil Project Manager,"AutoCAD, R, TensorFlow, MATLAB, Power BI",Google Data Analytics,Kolkata
Brian Levine,NIT Trichy,Mechanical,2021,2025,9.37,ML Engineer,"R, TensorFlow, Linux, AutoCAD",Azure Fundamentals,Chennai
Alyssa Barrett,IIT Delhi,Mechanical,2021,2025,6.91,Systems Engineer,"SQL, Java, MATLAB",,Kolkata
Cheryl Scott,VIT,Civil,2020,2024,8.03,Cybersecurity Analyst,"Power BI, MATLAB, Linux",Google Data Analytics,Mumbai
Jodi Reed,VIT,Civil,2017,2021,7.06,ML Engineer,"Java, Python","AutoCAD Professional, AWS Certified",Bangalore
Christian Thomas,IIT Madras,Data Science,2015,2019,8.69,Software Engineer,"Linux, Power BI","Cisco CCNA, AWS Certified",Hyderabad
James Villanueva,BITS Pilani,AI & ML,2020,2024,8.63,Cybersecurity Analyst,"Java, Linux, AutoCAD, Power BI, MATLAB",AutoCAD Professional,Delhi
Darren Lang,IIIT Hyderabad,Cybersecurity,2018,2022,9.22,ML Engineer,"Power BI, R, MATLAB, TensorFlow, SQL",Cisco CCNA,Delhi
Justin Rose,IIT Bombay,Cybersecurity,2019,2023,7.27,Data Analyst,"AutoCAD, R, MATLAB","Cisco CCNA, Google Data Analytics",Pune
Juan Johnson,IIT Madras,Biotech,2020,2024,8.1,Biotech Researcher,"Excel, Python, SQL",Cisco CCNA,Hyderabad
Steven Stevenson,NIT Warangal,Electronics,2020,2024,8.03,Software Engineer,"Excel, Linux, R, MATLAB, Java",,Mumbai
Lisa Rollins,IIT Delhi,Civil,2021,2025,8.81,Cybersecurity Analyst,"Linux, MATLAB, C++, TensorFlow, Power BI","Scrum Master, Google Data Analytics",Pune
Rebecca Hart,NIT Warangal,Cybersecurity,2015,2019,7.11,Systems Engineer,"Power BI, AutoCAD, Java, R, TensorFlow","Scrum Master, Azure Fundamentals",Mumbai
Roberta Singleton,VIT,Computer Science,2020,2024,9.61,Software Engineer,"R, Excel",,Bangalore
Christina West,NIT Trichy,Civil,2015,2019,9.84,Mechanical Design Engineer,"R, Linux, MATLAB, Python, AutoCAD","Google Data Analytics, Scrum Master",Pune
Kari Johns,BITS Pilani,Civil,2015,2019,8.94,Systems Engineer,"Power BI, Linux, C++, R, Excel","Azure Fundamentals, AutoCAD Professional",Kolkata
Dustin Young,IIIT Hyderabad,Mechanical,2021,2025,9.83,Mechanical Design Engineer,"Java, TensorFlow",,Hyderabad
Randy Griffin,IIT Bombay,Electronics,2015,2019,6.36,Software Engineer,"R, Power BI, AutoCAD, MATLAB, Python","Azure Fundamentals, AutoCAD Professional",Mumbai
Rachel Hall,VIT,Biotech,2019,2023,6.39,ML Engineer,"Power BI, Excel",,Kolkata
Jacqueline Kelley,NIT Warangal,Civil,2021,2025,8.84,Software Engineer,"Python, R",,Kolkata
James Gomez,NIT Warangal,Biotech,2016,2020,8.84,Mechanical Design Engineer,"Power BI, Linux","Google Data Analytics, Scrum Master",Pune
Ryan Peck,BITS Pilani,Mechanical,2020,2024,8.44,Cybersecurity Analyst,"Linux, MATLAB, AutoCAD, Power BI","Azure Fundamentals, Google Data Analytics",Hyderabad
Barbara Bennett,BITS Pilani,Biotech,2022,2026,9.82,Data Analyst,"Linux, R",Google Data Analytics,Kolkata
Diana Fowler,NIT Trichy,Mechanical,2021,2025,9.16,ML Engineer,"SQL, Excel, Power BI, R, MATLAB",,Delhi
Rachel Allen,IIT Delhi,Computer Science,2018,2022,9.85,Data Analyst,"Linux, TensorFlow, Excel",AutoCAD Professional,Delhi
Austin Cochran,IIT Bombay,Cybersecurity,2022,2026,8.82,Cybersecurity Analyst,"Python, Excel",,Chennai
Nicholas Rodriguez,NIT Warangal,Biotech,2020,2024,7.34,Cybersecurity Analyst,"Java, Python, R, Linux","Azure Fundamentals, Google Data Analytics",Ahmedabad
Katherine Cooper,IIIT Hyderabad,Biotech,2018,2022,9.17,Civil Project Manager,"SQL, Java, Excel, Linux, R",AutoCAD Professional,Mumbai
Geoffrey Riley,IIIT Hyderabad,Biotech,2022,2026,9.29,Data Analyst,"Excel, SQL, Python","Azure Fundamentals, AWS Certified",Hyderabad
Kenneth Hopkins,NIT Trichy,Mechanical,2017,2021,8.74,Civil Project Manager,"C++, Power BI, Python, Excel, AutoCAD",,Delhi
Austin Patel,BITS Pilani,Civil,2018,2022,6.62,Mechanical Design Engineer,"TensorFlow, AutoCAD, Linux, Power BI, Excel","AWS Certified, AutoCAD Professional",Pune
Gregg Phillips,IIT Delhi,Computer Science,2017,2021,6.69,Mechanical Design Engineer,"Excel, MATLAB, C++, Power BI, Linux","AWS Certified, Azure Fundamentals",Ahmedabad
Nicole Collins,BITS Pilani,Electronics,2015,2019,7.76,Systems Engineer,"Linux, Power BI, Excel, R, AutoCAD",AWS Certified,Ahmedabad
Robert Anderson,IIIT Hyderabad,Civil,2021,2025,9.6,Software Engineer,"SQL, Power BI, R, Linux","Cisco CCNA, Google Data Analytics",Mumbai
Christina Graham,NIT Trichy,AI & ML,2015,2019,6.85,Mechanical Design Engineer,"Excel, AutoCAD, Linux, C++","AutoCAD Professional, Cisco CCNA",Chennai
Daniel Stevenson,IIT Madras,AI & ML,2019,2023,6.02,Biotech Researcher,"AutoCAD, Excel, R",,Hyderabad
Anne Reese,IIIT Hyderabad,Civil,2016,2020,9.1,Biotech Researcher,"Python, Excel, Power BI, AutoCAD, Linux","AutoCAD Professional, Scrum Master",Mumbai
Dr. Gabriel York,VIT,Civil,2018,2022,8.19,Systems Engineer,"AutoCAD, SQL, Java, R",,Chennai
Amanda Carter,NIT Trichy,Biotech,2019,2023,9.93,Software Engineer,"Java, Excel, TensorFlow, Linux, MATLAB",Azure Fundamentals,Pune
Brenda Pope,NIT Warangal,Cybersecurity,2021,2025,6.1,Systems Engineer,"C++, Java",,Kolkata
Ashley Mclaughlin,IIT Bombay,Cybersecurity,2022,2026,8.91,Systems Engineer,"C++, MATLAB, Power BI","Azure Fundamentals, AutoCAD Professional",Chennai
Timothy Juarez,IIT Madras,Civil,2020,2024,9.2,ML Engineer,"AutoCAD, C++, Python, R",Azure Fundamentals,Kolkata
Richard Howell,IIT Madras,Biotech,2021,2025,9.18,Cybersecurity Analyst,"SQL, R","AutoCAD Professional, Cisco CCNA",Ahmedabad
Kayla Johnston,NIT Trichy,Biotech,2016,2020,9.78,Data Analyst,"Java, C++",Google Data Analytics,Ahmedabad
Joseph Jones,IIT Bombay,Computer Science,2018,2022,7.88,Data Analyst,"Power BI, R, TensorFlow",Azure Fundamentals,Kolkata
Tiffany Walker,BITS Pilani,Civil,2019,2023,8.56,Mechanical Design Engineer,"AutoCAD, Excel",,Chennai
Dakota Garcia,IIT Delhi,Biotech,2015,2019,7.56,Systems Engineer,"Python, Java, MATLAB, C++",AWS Certified,Pune
Walter Hebert,IIT Delhi,Electronics,2018,2022,8.4,ML Engineer,"Java, Python, Power BI","Azure Fundamentals, Scrum Master",Bangalore
Jessica Cole,IIT Bombay,Data Science,2016,2020,7.92,Software Engineer,"Power BI, Linux, C++, Excel, AutoCAD","AutoCAD Professional, AWS Certified",Ahmedabad
Bradley Cervantes,NIT Warangal,AI & ML,2016,2020,7.59,Software Engineer,"Linux, Excel, Power BI, TensorFlow, MATLAB",,Mumbai
Austin Boyd,IIT Delhi,Mechanical,2022,2026,9.17,Systems Engineer,"AutoCAD, TensorFlow","Azure Fundamentals, AWS Certified",Kolkata
